EBELN,EBELP,MATNR,ORDER_QTY,NETPR,LINE_NETWR,WERKS,SCHEDULED_DATE,BSTYP
45000000171,00001,M100405,63,12.37,779.31,PL04,2025-02-08,
45000000171,00002,M100084,70,121.8,8526.0,PL01,2025-03-31,
45000000171,00003,M100364,46,60.97,2804.62,PL01,2025-03-27,
45000000171,00004,M100344,60,77.04,4622.4,PL01,2025-02-15,
45000000172,00001,M100050,61,15.59,950.99,PL02,2025-05-07,
45000000172,00002,M100070,58,41.63,2414.54,PL01,2025-04-05,
45000000173,00001,M100241,50,6.67,333.5,PL02,2025-03-27,
45000000174,00001,M100162,51,271.31,13836.81,PL01,2025-06-27,
45000000174,00002,M100137,57,14.83,845.31,PL01,2025-06-27,
45000000174,00003,M100341,67,20.01,1340.67,PL01,2025-06-11,
45000000175,00001,M100469,43,21.52,925.36,PL03,2025-06-02,
45000000176,00001,M100128,41,75.36,3089.76,PL01,2025-04-28,
45000000176,00002,M100124,53,81.48,4318.44,PL02,2025-05-16,
45000000176,00003,M100180,57,28.03,1597.71,PL04,2025-06-07,
45000000176,00004,M100020,50,7.67,383.5,PL02,2025-05-05,
45000000176,00005,M100239,43,33.33,1433.19,PL03,2025-05-16,
45000000177,00001,M100228,47,5.08,238.76,PL02,2025-06-03,
45000000177,00002,M100144,39,68.19,2659.41,PL01,2025-06-22,
45000000178,00001,M100483,41,103.6,4247.6,PL03,2025-03-19,
45000000179,00001,M100466,46,4.68,215.28,PL01,2025-04-19,
45000000180,00001,M100222,59,43.32,2555.88,PL01,2025-03-11,
45000000181,00001,M100475,45,13.35,600.75,PL03,2025-01-28,
45000000182,00001,M100269,49,37.74,1849.26,PL04,2025-02-28,
45000000182,00002,M100176,49,6.82,334.18,PL01,2025-04-18,
45000000183,00001,M100454,47,202.85,9533.95,PL02,2025-06-06,
45000000184,00001,M100157,59,5.54,326.86,PL02,2025-06-28,
45000000184,00002,M100033,57,99.52,5672.64,PL04,2025-06-10,
45000000184,00003,M100436,44,21.03,925.32,PL03,2025-07-12,
45000000185,00001,M100311,50,19.32,966.0,PL03,2025-05-18,
45000000185,00002,M100138,58,62.93,3649.94,PL04,2025-06-16,
45000000186,00001,M100380,36,5.93,213.48,PL01,2025-03-28,
45000000187,00001,M100385,52,25.64,1333.28,PL02,2025-05-11,
45000000187,00002,M100172,48,113.21,5434.08,PL02,2025-05-10,
45000000188,00001,M100046,60,46.54,2792.4,PL03,2025-03-17,
45000000188,00002,M100281,51,2.86,145.86,PL01,2025-04-03,
45000000189,00001,M100064,40,570.11,22804.4,PL03,2025-03-22,
45000000189,00002,M100416,39,32.57,1270.23,PL03,2025-05-13,
45000000189,00003,M100039,44,22.08,971.52,PL01,2025-05-11,
45000000190,00001,M100140,56,93.21,5219.76,PL01,2025-05-11,
45000000190,00002,M100278,42,8.53,358.26,PL02,2025-04-14,
45000000191,00001,M100029,64,18.6,1190.4,PL04,2025-06-11,
45000000191,00002,M100197,44,761.26,33495.44,PL03,2025-06-16,
45000000191,00003,M100318,44,83.81,3687.64,PL02,2025-06-21,
45000000192,00001,M100363,43,93.3,4011.9,PL04,2025-04-02,
45000000193,00001,M100413,68,27.07,1840.76,PL03,2025-02-21,
45000000193,00002,M100208,53,77.35,4099.55,PL03,2025-02-04,
45000000193,00003,M100327,57,157.9,9000.3,PL01,2025-01-30,
45000000194,00001,M100026,41,12.24,501.84,PL04,2025-02-17,
45000000194,00002,M100397,52,7.01,364.52,PL03,2025-03-06,
45000000194,00003,M100368,45,27.49,1237.05,PL03,2025-02-26,
45000000194,00004,M100065,47,39.41,1852.27,PL01,2025-02-25,
45000000195,00001,M100016,44,28.78,1266.32,PL01,2025-06-12,
45000000195,00002,M100297,51,26.58,1355.58,PL02,2025-06-06,
45000000195,00003,M100348,47,25.2,1184.4,PL02,2025-05-08,
45000000195,00004,M100305,63,144.32,9092.16,PL02,2025-05-12,
45000000195,00005,M100444,49,1.64,80.36,PL04,2025-06-03,
45000000196,00001,M100027,52,55.77,2900.04,PL04,2025-04-22,
45000000196,00002,M100253,48,11.95,573.6,PL01,2025-03-08,
45000000196,00003,M100397,59,14.61,861.99,PL04,2025-04-16,
45000000197,00001,M100406,52,12.52,651.04,PL03,2025-05-31,
45000000197,00002,M100448,60,28.95,1737.0,PL01,2025-06-11,
45000000198,00001,M100478,42,14.02,588.84,PL02,2025-05-18,
45000000198,00002,M100259,57,39.36,2243.52,PL04,2025-05-29,
45000000199,00001,M100194,54,74.52,4024.08,PL03,2025-05-30,
45000000199,00002,M100070,48,7.55,362.4,PL04,2025-05-29,
45000000200,00001,M100230,55,27.7,1523.5,PL04,2025-03-16,
45000000201,00001,M100001,58,14.41,835.78,PL03,2025-05-28,
45000000201,00002,M100276,48,16.53,793.44,PL02,2025-06-13,
45000000202,00001,M100093,48,6.13,294.24,PL04,2025-02-25,
45000000202,00002,M100420,49,23.35,1144.15,PL04,2025-02-24,
45000000202,00003,M100004,55,47.56,2615.8,PL04,2025-02-24,
45000000203,00001,M100374,63,14.1,888.3,PL02,2025-03-02,
45000000203,00002,M100194,46,3.8,174.8,PL01,2025-03-15,
45000000203,00003,M100268,56,5.29,296.24,PL04,2025-03-11,
45000000203,00004,M100473,52,4.84,251.68,PL02,2025-03-22,
45000000203,00005,M100330,58,23.98,1390.84,PL01,2025-02-21,
45000000204,00001,M100012,52,12.47,648.44,PL03,2025-02-09,
45000000205,00001,M100314,49,99.22,4861.78,PL02,2025-05-31,
45000000205,00002,M100425,48,52.78,2533.44,PL01,2025-04-30,
45000000206,00001,M100255,48,15.91,763.68,PL04,2025-06-16,
45000000207,00001,M100431,40,12.89,515.6,PL01,2025-01-06,
45000000208,00001,M100244,58,9.05,524.9,PL03,2025-01-29,
45000000209,00001,M100279,54,3.65,197.1,PL02,2025-04-03,
45000000210,00001,M100331,49,25.44,1246.56,PL04,2025-05-01,
45000000211,00001,M100460,42,189.24,7948.08,PL04,2025-02-24,
45000000212,00001,M100131,40,31.51,1260.4,PL02,2025-04-28,
45000000213,00001,M100227,51,24.97,1273.47,PL02,2025-04-10,
45000000213,00002,M100421,70,125.79,8805.3,PL02,2025-04-14,
45000000214,00001,M100454,48,77.11,3701.28,PL02,2025-07-23,
45000000214,00002,M100281,61,16.57,1010.77,PL01,2025-08-12,
45000000214,00003,M100166,39,67.08,2616.12,PL04,2025-07-22,
45000000214,00004,M100223,47,2.7,126.9,PL01,2025-08-12,
45000000214,00005,M100148,63,33.44,2106.72,PL01,2025-08-10,
45000000214,00006,M100150,54,141.74,7653.96,PL01,2025-07-29,
45000000214,00007,M100025,55,41.38,2275.9,PL02,2025-06-30,
45000000215,00001,M100222,55,744.69,40957.95,PL02,2025-07-11,
45000000215,00002,M100361,36,7.74,278.64,PL02,2025-06-23,
45000000215,00003,M100477,48,37.87,1817.76,PL02,2025-06-22,
45000000215,00004,M100313,42,25.63,1076.46,PL01,2025-07-24,
45000000215,00005,M100398,45,67.83,3052.35,PL04,2025-06-27,
45000000216,00001,M100479,47,3.57,167.79,PL02,2025-05-09,
45000000217,00001,M100065,43,70.23,3019.89,PL02,2025-07-31,
45000000218,00001,M100189,57,177.97,10144.29,PL03,2025-06-08,
45000000219,00001,M100027,41,52.12,2136.92,PL04,2025-03-13,
45000000219,00002,M100197,45,63.54,2859.3,PL03,2025-02-23,
45000000219,00003,M100012,43,105.82,4550.26,PL01,2025-02-13,
45000000219,00004,M100346,56,55.38,3101.28,PL01,2025-02-04,
45000000220,00001,M100159,52,8.32,432.64,PL01,2025-08-23,
45000000220,00002,M100304,42,26.1,1096.2,PL01,2025-08-05,
45000000220,00003,M100358,43,62.08,2669.44,PL02,2025-07-30,
45000000221,00001,M100102,38,95.72,3637.36,PL02,2025-01-21,
45000000221,00002,M100437,54,48.09,2596.86,PL04,2025-03-15,
45000000222,00001,M100430,44,180.36,7935.84,PL04,2025-08-01,
45000000222,00002,M100445,58,65.66,3808.28,PL04,2025-07-24,
45000000223,00001,M100349,37,42.36,1567.32,PL03,2025-04-23,
45000000223,00002,M100373,36,56.34,2028.24,PL03,2025-04-10,
45000000224,00001,M100423,51,84.64,4316.64,PL02,2025-02-17,
45000000224,00002,M100241,47,23.26,1093.22,PL02,2025-02-07,
45000000224,00003,M100151,60,22.31,1338.6,PL01,2025-02-23,
45000000224,00004,M100330,58,30.57,1773.06,PL04,2025-01-29,
45000000225,00001,M100468,55,96.54,5309.7,PL02,2025-06-21,
45000000225,00002,M100172,66,10.2,673.2,PL01,2025-06-10,
45000000226,00001,M100092,47,127.42,5988.74,PL04,2025-04-21,
45000000226,00002,M100265,46,25.12,1155.52,PL01,2025-06-01,
45000000227,00001,M100452,45,7.68,345.6,PL04,2025-02-21,
45000000227,00002,M100064,44,532.5,23430.0,PL03,2025-03-04,
45000000227,00003,M100211,57,4.97,283.29,PL04,2025-03-15,
45000000227,00004,M100403,46,7.83,360.18,PL04,2025-02-01,
45000000228,00001,M100489,51,57.49,2931.99,PL01,2025-03-19,
45000000228,00002,M100429,56,331.65,18572.4,PL03,2025-03-09,
45000000228,00003,M100247,53,48.8,2586.4,PL04,2025-02-08,
45000000228,00004,M100475,55,4.38,240.9,PL03,2025-02-02,
45000000229,00001,M100101,35,88.61,3101.35,PL01,2025-06-09,
45000000230,00001,M100295,51,14.44,736.44,PL03,2025-02-16,
45000000231,00001,M100428,47,83.12,3906.64,PL03,2025-03-02,
45000000231,00002,M100229,45,3.94,177.3,PL02,2025-03-19,
45000000232,00001,M100425,51,119.22,6080.22,PL02,2025-03-24,
45000000233,00001,M100055,52,45.06,2343.12,PL01,2025-01-27,
45000000233,00002,M100448,44,30.67,1349.48,PL02,2025-03-02,
45000000233,00003,M100463,53,51.51,2730.03,PL01,2025-03-12,
45000000233,00004,M100415,49,4.21,206.29,PL03,2025-02-04,
45000000233,00005,M100254,45,64.86,2918.7,PL02,2025-03-04,
45000000234,00001,M100372,50,13.8,690.0,PL01,2025-02-04,
45000000235,00001,M100287,55,296.11,16286.05,PL03,2025-06-18,
45000000235,00002,M100285,52,94.02,4889.04,PL01,2025-07-19,
45000000235,00003,M100427,62,45.94,2848.28,PL04,2025-06-15,
45000000235,00004,M100433,53,123.95,6569.35,PL01,2025-07-03,
45000000236,00001,M100179,51,11.8,601.8,PL01,2025-04-23,
45000000237,00001,M100392,42,37.3,1566.6,PL01,2025-05-17,
45000000238,00001,M100011,48,5.75,276.0,PL03,2025-02-18,
45000000239,00001,M100404,53,7.93,420.29,PL02,2025-06-13,
45000000239,00002,M100038,57,49.08,2797.56,PL04,2025-07-09,
45000000239,00003,M100390,38,15.79,600.02,PL03,2025-06-01,
45000000239,00004,M100359,40,4.03,161.2,PL01,2025-06-14,
45000000239,00005,M100405,33,26.79,884.07,PL04,2025-07-20,
45000000240,00001,M100326,46,58.62,2696.52,PL01,2025-02-25,
45000000240,00002,M100228,48,69.3,3326.4,PL02,2025-01-25,
45000000241,00001,M100304,51,21.92,1117.92,PL04,2025-07-04,
45000000242,00001,M100331,40,258.39,10335.6,PL01,2025-05-05,
45000000242,00002,M100103,46,55.88,2570.48,PL02,2025-04-26,
45000000242,00003,M100499,45,107.14,4821.3,PL04,2025-04-22,
45000000243,00001,M100259,53,23.37,1238.61,PL01,2025-04-19,
45000000243,00002,M100156,53,51.2,2713.6,PL02,2025-04-30,
45000000244,00001,M100498,51,127.3,6492.3,PL02,2025-05-30,
45000000245,00001,M100415,43,146.89,6316.27,PL02,2025-04-29,
45000000245,00002,M100135,51,29.85,1522.35,PL02,2025-04-12,
45000000245,00003,M100355,47,159.88,7514.36,PL03,2025-04-08,
45000000246,00001,M100449,42,15.35,644.7,PL02,2025-05-14,
45000000246,00002,M100467,43,44.19,1900.17,PL03,2025-05-16,
45000000247,00001,M100101,40,10.39,415.6,PL04,2025-01-23,
45000000248,00001,M100159,52,44.15,2295.8,PL04,2025-06-26,
45000000249,00001,M100489,49,57.06,2795.94,PL02,2025-06-07,
45000000250,00001,M100385,53,30.16,1598.48,PL01,2025-04-22,
45000000250,00002,M100204,39,68.57,2674.23,PL04,2025-04-19,
45000000250,00003,M100493,57,46.74,2664.18,PL01,2025-04-22,
45000000251,00001,M100071,48,94.04,4513.92,PL03,2025-05-29,
45000000251,00002,M100308,56,13.07,731.92,PL01,2025-05-25,
45000000251,00003,M100082,59,35.82,2113.38,PL01,2025-05-23,
45000000252,00001,M100371,47,7.45,350.15,PL03,2025-02-15,
45000000252,00002,M100018,58,61.41,3561.78,PL03,2025-02-15,
45000000252,00003,M100315,50,186.72,9336.0,PL01,2025-02-22,
45000000252,00004,M100454,52,46.43,2414.36,PL03,2025-02-27,
45000000253,00001,M100083,46,91.83,4224.18,PL01,2025-02-26,
45000000253,00002,M100446,43,133.93,5758.99,PL02,2025-04-08,
45000000254,00001,M100047,41,30.39,1245.99,PL04,2025-04-09,
45000000254,00002,M100128,45,580.94,26142.3,PL04,2025-04-09,
45000000254,00003,M100074,43,179.44,7715.92,PL04,2025-05-04,
45000000255,00001,M100116,41,134.54,5516.14,PL02,2025-05-14,
45000000255,00002,M100071,51,2.14,109.14,PL04,2025-05-09,
45000000255,00003,M100474,55,33.43,1838.65,PL03,2025-06-30,
45000000256,00001,M100066,38,447.42,17001.96,PL03,2025-04-08,
45000000256,00002,M100091,62,72.5,4495.0,PL04,2025-05-07,
45000000257,00001,M100445,46,57.92,2664.32,PL02,2025-03-22,
45000000257,00002,M100473,38,6.29,239.02,PL03,2025-03-26,
45000000257,00003,M100409,50,19.37,968.5,PL03,2025-03-17,
45000000258,00001,M100379,45,7.73,347.85,PL01,2025-07-04,
45000000258,00002,M100013,41,129.87,5324.67,PL04,2025-06-23,
45000000259,00001,M100364,46,60.92,2802.32,PL04,2025-03-12,
45000000260,00001,M100085,49,21.96,1076.04,PL01,2025-05-25,
45000000260,00002,M100345,58,71.97,4174.26,PL01,2025-06-02,
45000000260,00003,M100404,54,38.95,2103.3,PL02,2025-05-30,
45000000260,00004,M100318,44,206.8,9099.2,PL01,2025-04-25,
45000000261,00001,M100009,49,20.51,1004.99,PL01,2025-04-07,
45000000262,00001,M100181,44,171.53,7547.32,PL04,2025-04-30,
45000000262,00002,M100146,37,5.2,192.4,PL04,2025-06-13,
45000000263,00001,M100017,44,1.74,76.56,PL01,2025-05-18,
45000000263,00002,M100137,46,104.31,4798.26,PL04,2025-06-28,
45000000264,00001,M100328,48,9.93,476.64,PL04,2025-08-09,
45000000264,00002,M100410,48,9.96,478.08,PL01,2025-07-20,
45000000264,00003,M100235,49,11.87,581.63,PL04,2025-07-27,
45000000264,00004,M100451,53,43.39,2299.67,PL04,2025-07-04,
45000000264,00005,M100045,57,24.18,1378.26,PL01,2025-07-09,
45000000265,00001,M100138,49,44.14,2162.86,PL01,2025-08-27,
45000000265,00002,M100297,55,37.47,2060.85,PL04,2025-08-18,
45000000266,00001,M100455,50,473.12,23656.0,PL04,2025-02-10,
45000000267,00001,M100393,65,20.63,1340.95,PL04,2025-03-06,
45000000267,00002,M100103,52,5.36,278.72,PL01,2025-03-05,
45000000267,00003,M100240,50,45.57,2278.5,PL03,2025-03-23,
45000000267,00004,M100163,40,12.5,500.0,PL04,2025-02-26,
45000000267,00005,M100042,45,3.02,135.9,PL04,2025-02-20,
45000000268,00001,M100331,44,45.25,1991.0,PL03,2025-07-15,
45000000269,00001,M100029,51,154.25,7866.75,PL01,2025-05-26,
45000000269,00002,M100309,47,39.25,1844.75,PL02,2025-05-22,
45000000269,00003,M100160,43,132.33,5690.19,PL02,2025-06-01,
45000000270,00001,M100401,52,3.95,205.4,PL02,2025-03-19,
45000000271,00001,M100012,62,12.16,753.92,PL01,2025-07-07,
45000000271,00002,M100266,48,19.89,954.72,PL04,2025-06-02,
45000000271,00003,M100222,50,7.86,393.0,PL03,2025-07-19,
45000000271,00004,M100149,47,20.66,971.02,PL04,2025-06-29,
45000000272,00001,M100409,61,62.38,3805.18,PL02,2025-04-10,
45000000273,00001,M100078,51,14.47,737.97,PL02,2025-08-21,
45000000273,00002,M100296,44,39.88,1754.72,PL01,2025-08-14,
45000000274,00001,M100437,50,35.76,1788.0,PL04,2025-05-22,
45000000274,00002,M100412,50,13.89,694.5,PL03,2025-06-14,
45000000275,00001,M100271,38,50.65,1924.7,PL02,2025-02-05,
45000000275,00002,M100150,54,8.52,460.08,PL02,2025-02-04,
45000000276,00001,M100195,64,21.47,1374.08,PL03,2025-04-24,
45000000277,00001,M100037,55,17.77,977.35,PL01,2025-04-20,
45000000277,00002,M100257,41,144.49,5924.09,PL04,2025-05-26,
45000000277,00003,M100011,52,3.3,171.6,PL04,2025-05-04,
45000000278,00001,M100070,42,169.86,7134.12,PL02,2025-08-10,
45000000279,00001,M100355,50,4.96,248.0,PL03,2025-01-24,
45000000279,00002,M100237,47,106.35,4998.45,PL01,2025-01-18,
45000000279,00003,M100214,37,21.55,797.35,PL04,2025-02-03,
45000000280,00001,M100376,49,167.34,8199.66,PL03,2025-06-26,
45000000281,00001,M100389,40,31.37,1254.8,PL02,2025-03-27,
45000000281,00002,M100456,63,258.72,16299.36,PL04,2025-04-04,
45000000281,00003,M100222,62,54.01,3348.62,PL04,2025-04-08,
45000000282,00001,M100117,46,7.44,342.24,PL02,2025-05-10,
45000000282,00002,M100460,48,47.26,2268.48,PL04,2025-04-18,
45000000282,00003,M100370,46,44.23,2034.58,PL04,2025-05-18,
45000000282,00004,M100153,66,29.52,1948.32,PL01,2025-05-01,
45000000282,00005,M100045,47,153.91,7233.77,PL02,2025-03-31,
45000000283,00001,M100125,54,53.68,2898.72,PL02,2025-05-05,
45000000284,00001,M100487,43,16.36,703.48,PL03,2025-06-19,
45000000284,00002,M100155,56,40.41,2262.96,PL02,2025-08-15,
45000000284,00003,M100074,57,31.35,1786.95,PL04,2025-08-17,
45000000285,00001,M100161,38,27.66,1051.08,PL02,2025-07-09,
45000000286,00001,M100343,47,327.55,15394.85,PL03,2025-04-18,
45000000287,00001,M100027,61,35.38,2158.18,PL04,2025-03-30,
45000000287,00002,M100128,59,13.85,817.15,PL01,2025-04-11,
45000000287,00003,M100119,45,128.47,5781.15,PL02,2025-04-23,
45000000288,00001,M100026,54,27.74,1497.96,PL04,2025-06-28,
45000000289,00001,M100022,47,485.99,22841.53,PL01,2025-05-01,
45000000289,00002,M100012,55,13.63,749.65,PL02,2025-06-15,
45000000289,00003,M100223,49,21.18,1037.82,PL02,2025-05-25,
45000000289,00004,M100369,50,4.5,225.0,PL02,2025-06-06,
45000000290,00001,M100062,41,2.21,90.61,PL04,2025-05-30,
45000000290,00002,M100277,50,71.9,3595.0,PL03,2025-05-30,
45000000290,00003,M100185,48,185.09,8884.32,PL02,2025-06-29,
45000000290,00004,M100114,43,4.56,196.08,PL01,2025-06-09,
45000000290,00005,M100322,45,18.41,828.45,PL03,2025-05-18,
45000000291,00001,M100003,48,4.54,217.92,PL03,2025-08-03,
45000000291,00002,M100288,41,116.32,4769.12,PL03,2025-07-09,
45000000291,00003,M100047,55,47.14,2592.7,PL01,2025-07-21,
45000000291,00004,M100107,56,4.14,231.84,PL04,2025-07-18,
45000000291,00005,M100453,49,33.6,1646.4,PL04,2025-07-03,
45000000291,00006,M100436,57,17.98,1024.86,PL04,2025-06-29,
45000000291,00007,M100183,46,174.73,8037.58,PL03,2025-07-30,
45000000291,00008,M100224,61,75.18,4585.98,PL04,2025-07-10,
45000000292,00001,M100421,45,41.67,1875.15,PL03,2025-04-09,
45000000293,00001,M100006,46,12.48,574.08,PL02,2025-07-30,
45000000294,00001,M100040,50,4.72,236.0,PL04,2025-07-16,
45000000294,00002,M100006,42,48.58,2040.36,PL02,2025-07-28,
45000000294,00003,M100082,43,184.87,7949.41,PL02,2025-07-27,
45000000295,00001,M100139,48,8.91,427.68,PL04,2025-04-14,
45000000295,00002,M100298,58,24.57,1425.06,PL03,2025-05-14,
45000000295,00003,M100178,56,18.23,1020.88,PL04,2025-04-30,
45000000295,00004,M100305,46,302.82,13929.72,PL03,2025-05-04,
45000000295,00005,M100123,61,26.95,1643.95,PL01,2025-03-26,
45000000296,00001,M100291,63,30.76,1937.88,PL01,2025-02-12,
45000000296,00002,M100234,51,67.66,3450.66,PL01,2025-03-18,
45000000296,00003,M100450,44,13.51,594.44,PL04,2025-02-13,
45000000296,00004,M100231,57,12.62,719.34,PL04,2025-03-26,
45000000297,00001,M100435,49,9.59,469.91,PL01,2025-03-18,
45000000298,00001,M100427,54,57.34,3096.36,PL04,2025-06-07,
45000000298,00002,M100427,59,20.22,1192.98,PL01,2025-06-17,
45000000298,00003,M100212,59,18.84,1111.56,PL03,2025-06-29,
45000000299,00001,M100367,42,537.4,22570.8,PL04,2025-02-28,
45000000299,00002,M100373,50,7.06,353.0,PL02,2025-04-05,
45000000300,00001,M100370,53,41.13,2179.89,PL04,2025-03-13,
45000000300,00002,M100240,60,67.0,4020.0,PL04,2025-02-13,
45000000300,00003,M100498,52,49.54,2576.08,PL02,2025-04-01,
45000000300,00004,M100020,57,56.83,3239.31,PL04,2025-02-13,
45000000300,00005,M100109,48,25.49,1223.52,PL03,2025-03-28,
45000000300,00006,M100199,50,114.19,5709.5,PL04,2025-03-04,
45000000301,00001,M100416,48,18.99,911.52,PL04,2025-01-15,
45000000301,00002,M100360,44,63.63,2799.72,PL03,2025-03-06,
45000000302,00001,M100244,46,114.76,5278.96,PL02,2025-03-24,
45000000303,00001,M100251,50,61.89,3094.5,PL03,2025-05-25,
45000000303,00002,M100041,61,9.0,549.0,PL03,2025-05-27,
45000000304,00001,M100358,51,4.79,244.29,PL04,2025-06-07,
45000000305,00001,M100109,44,3.9,171.6,PL02,2025-01-09,
45000000305,00002,M100282,60,75.66,4539.6,PL04,2025-01-11,
45000000306,00001,M100298,41,13.55,555.55,PL01,2025-03-01,
45000000306,00002,M100431,48,27.75,1332.0,PL02,2025-04-19,
45000000307,00001,M100182,63,28.79,1813.77,PL03,2025-07-18,
45000000308,00001,M100086,45,28.09,1264.05,PL03,2025-02-20,
45000000308,00002,M100382,60,22.63,1357.8,PL02,2025-03-07,
45000000309,00001,M100088,46,45.19,2078.74,PL04,2025-04-20,
45000000310,00001,M100105,49,33.87,1659.63,PL04,2025-06-02,
45000000310,00002,M100007,62,121.76,7549.12,PL04,2025-07-13,
45000000311,00001,M100289,44,11.44,503.36,PL01,2025-08-08,
45000000311,00002,M100115,54,6.26,338.04,PL04,2025-06-26,
45000000311,00003,M100464,51,33.7,1718.7,PL04,2025-08-03,
45000000312,00001,M100101,52,52.24,2716.48,PL02,2025-04-04,
45000000313,00001,M100034,50,45.91,2295.5,PL03,2025-04-05,
45000000314,00001,M100450,56,21.26,1190.56,PL02,2025-04-28,
45000000314,00002,M100459,43,83.12,3574.16,PL02,2025-04-07,
45000000315,00001,M100126,54,50.31,2716.74,PL02,2025-03-17,
45000000316,00001,M100324,49,199.1,9755.9,PL01,2025-02-26,
45000000317,00001,M100330,48,7.83,375.84,PL04,2025-07-26,
45000000317,00002,M100228,56,18.03,1009.68,PL03,2025-07-26,
45000000318,00001,M100351,40,14.51,580.4,PL02,2025-04-06,
45000000318,00002,M100179,56,96.77,5419.12,PL02,2025-03-22,
45000000318,00003,M100326,50,8.82,441.0,PL01,2025-03-18,
45000000319,00001,M100143,49,24.14,1182.86,PL04,2025-06-24,
45000000320,00001,M100214,45,8.97,403.65,PL02,2025-03-14,
45000000320,00002,M100117,54,18.41,994.14,PL01,2025-04-18,
45000000320,00003,M100402,49,72.88,3571.12,PL04,2025-03-14,
45000000320,00004,M100158,46,18.62,856.52,PL02,2025-04-11,
45000000320,00005,M100265,37,21.31,788.47,PL03,2025-03-24,
45000000320,00006,M100146,52,23.28,1210.56,PL02,2025-04-23,
45000000321,00001,M100093,37,37.33,1381.21,PL02,2025-03-25,
45000000321,00002,M100299,56,611.34,34235.04,PL02,2025-04-09,
45000000322,00001,M100313,51,158.06,8061.06,PL02,2025-08-09,
45000000322,00002,M100424,39,32.97,1285.83,PL04,2025-08-12,
45000000323,00001,M100468,53,93.0,4929.0,PL03,2025-07-24,
45000000323,00002,M100080,42,20.06,842.52,PL01,2025-06-29,
45000000323,00003,M100296,64,5.17,330.88,PL01,2025-08-10,
45000000323,00004,M100101,57,64.57,3680.49,PL02,2025-07-22,
45000000324,00001,M100423,56,45.59,2553.04,PL01,2025-06-06,
45000000324,00002,M100497,65,12.79,831.35,PL01,2025-05-04,
45000000324,00003,M100413,42,59.19,2485.98,PL04,2025-06-25,
45000000325,00001,M100341,58,49.64,2879.12,PL01,2025-05-19,
45000000326,00001,M100213,54,82.04,4430.16,PL02,2025-05-16,
45000000326,00002,M100134,44,39.15,1722.6,PL03,2025-06-24,
45000000327,00001,M100378,45,68.27,3072.15,PL02,2025-01-30,
