EBELN,BUKRS,LIFNR,EKORG,AEDAT,NETWR,WAERS,BSTAT
45000001806,2000,100134,P200,2025-06-27,754.52,EUR,A
45000001807,1000,100169,P100,2025-06-12,4679.25,EUR,B
45000001808,3000,100030,P200,2025-02-18,45134.0,INR,A
45000001809,1000,100149,P300,2025-03-05,16383.87,USD,
45000001810,3000,100182,P200,2025-05-11,6511.49,INR,B
45000001811,2000,100098,P300,2025-01-21,13878.23,EUR,
45000001812,3000,100168,P200,2025-02-12,4928.42,EUR,B
45000001813,2000,100007,P300,2025-04-06,965.11,USD,
45000001814,3000,100130,P200,2025-03-24,4768.45,EUR,B
45000001815,3000,100113,P200,2025-05-04,25499.54,USD,A
45000001816,2000,100150,P300,2025-05-29,9388.86,EUR,B
45000001817,1000,100138,P100,2025-01-10,13225.42,INR,A
45000001818,2000,100033,P100,2025-03-02,905.76,USD,A
45000001819,3000,100017,P100,2025-04-07,1362.4,USD,A
45000001820,1000,100020,P100,2025-05-21,305.49,INR,A
45000001821,3000,100072,P200,2025-04-24,1319.96,INR,B
45000001822,2000,100160,P300,2025-01-11,1591.85,EUR,A
45000001823,2000,100196,P200,2025-04-20,2781.0,USD,A
45000001824,2000,100153,P200,2025-04-05,6093.65,USD,A
45000001825,1000,100178,P200,2025-01-07,2920.54,INR,A
45000001826,1000,100172,P200,2025-06-15,767.6,INR,A
45000001827,3000,100123,P300,2025-05-09,2285.92,EUR,
45000001828,1000,100110,P100,2025-03-12,4215.86,INR,
45000001829,1000,100033,P300,2025-04-03,3138.54,INR,A
45000001830,3000,100198,P200,2025-02-20,3694.8,USD,A
45000001831,2000,100121,P100,2025-06-24,1498.5,EUR,B
45000001832,3000,100158,P300,2025-02-05,16117.09,EUR,A
45000001833,2000,100106,P200,2025-01-03,6117.55,USD,A
45000001834,3000,100102,P300,2025-04-14,4458.53,INR,A
45000001835,3000,100170,P100,2025-06-17,5058.95,USD,
45000001836,3000,100065,P300,2025-02-28,12589.92,INR,A
45000001837,3000,100152,P300,2025-03-01,30488.4,EUR,A
45000001838,2000,100114,P100,2025-04-29,780.0,USD,
45000001839,3000,100149,P200,2025-04-20,5160.6,INR,A
45000001840,3000,100058,P100,2025-04-26,4388.54,USD,
45000001841,1000,100075,P200,2025-05-28,23211.63,EUR,
45000001842,3000,100097,P200,2025-05-08,2949.44,USD,
45000001843,2000,100153,P300,2025-04-18,195.0,USD,B
45000001844,2000,100100,P200,2025-05-18,453.6,EUR,
45000001845,1000,100125,P100,2025-05-26,16021.91,INR,A
45000001846,3000,100114,P300,2025-05-26,618.64,EUR,B
45000001847,2000,100135,P100,2025-04-11,1878.59,USD,
45000001848,2000,100168,P100,2025-05-17,1218.09,USD,
45000001849,3000,100054,P200,2025-03-26,1475.18,EUR,A
45000001850,1000,100018,P100,2025-01-24,2284.7,EUR,B
45000001851,1000,100193,P300,2025-02-15,2902.7,EUR,A
45000001852,1000,100049,P100,2025-01-07,4982.4,INR,A
45000001853,1000,100091,P100,2025-03-14,6958.56,USD,B
45000001854,1000,100055,P200,2025-05-15,1898.77,INR,A
45000001855,1000,100128,P100,2025-05-13,144.48,USD,A
45000001856,1000,100087,P100,2025-04-11,1196.26,INR,B
45000001857,2000,100185,P300,2025-04-18,3516.19,INR,A
45000001858,1000,100086,P100,2025-02-22,19277.47,USD,A
45000001859,2000,100123,P100,2025-06-20,486.92,EUR,B
45000001860,3000,100104,P100,2025-03-21,4440.66,EUR,B
45000001861,2000,100130,P200,2025-06-25,29520.74,INR,
45000001862,2000,100145,P100,2025-02-06,7402.5,USD,B
45000001863,3000,100146,P200,2025-03-05,1667.88,EUR,A
45000001864,2000,100005,P300,2025-04-28,3621.71,INR,B
45000001865,2000,100076,P300,2025-01-24,8984.18,USD,A
45000001866,3000,100061,P200,2025-06-29,6147.66,USD,B
45000001867,2000,100152,P100,2025-02-14,345.15,INR,B
45000001868,2000,100193,P200,2025-04-21,6173.42,EUR,
45000001869,3000,100026,P100,2025-06-28,881.58,USD,B
45000001870,1000,100034,P100,2025-01-12,29119.44,USD,B
45000001871,2000,100153,P300,2025-05-18,1084.46,INR,B
45000001872,2000,100152,P200,2025-02-25,2990.02,EUR,
45000001873,1000,100055,P100,2025-04-05,1324.53,EUR,A
45000001874,2000,100119,P100,2025-04-15,15572.64,USD,
45000001875,1000,100026,P200,2025-05-10,6175.26,INR,
45000001876,3000,100199,P300,2025-06-13,10392.84,EUR,A
45000001877,2000,100192,P300,2025-04-08,696.36,USD,
45000001878,1000,100053,P100,2025-04-12,952.94,USD,
45000001879,2000,100103,P300,2025-02-04,30697.97,EUR,A
45000001880,2000,100139,P100,2025-05-05,4659.0,INR,B
45000001881,1000,100108,P300,2025-06-18,1472.45,USD,
45000001882,2000,100098,P100,2025-05-01,1156.99,INR,
45000001883,1000,100077,P100,2025-06-05,276.02,USD,
45000001884,3000,100109,P200,2025-05-17,5226.94,INR,
45000001885,1000,100192,P300,2025-06-21,2255.19,USD,
45000001886,2000,100190,P100,2025-04-23,2165.94,INR,B
45000001887,3000,100091,P300,2025-01-09,1701.57,INR,A
45000001888,1000,100175,P300,2025-06-28,25957.95,EUR,B
45000001889,3000,100165,P300,2025-06-19,4594.0,INR,A
45000001890,2000,100089,P200,2025-06-26,8064.49,INR,B
45000001891,1000,100067,P200,2025-01-02,2674.08,INR,
45000001892,1000,100163,P100,2025-04-06,326.27,INR,
45000001893,1000,100156,P100,2025-04-18,2005.41,USD,
45000001894,3000,100083,P100,2025-06-24,1134.36,INR,
45000001895,1000,100156,P300,2025-06-20,569.06,INR,
45000001896,3000,100127,P100,2025-04-17,2851.78,USD,A
45000001897,3000,100031,P100,2025-05-24,1165.25,EUR,
45000001898,2000,100025,P200,2025-05-19,1603.47,INR,
45000001899,1000,100152,P200,2025-02-24,12241.78,USD,
45000001900,2000,100146,P300,2025-01-04,17453.9,USD,
45000001901,1000,100070,P200,2025-04-10,7800.92,INR,
45000001902,2000,100052,P300,2025-06-18,682.66,EUR,A
45000001903,1000,100057,P100,2025-01-12,2816.14,USD,A
45000001904,2000,100015,P100,2025-06-03,12362.13,EUR,B
45000001905,1000,100037,P200,2025-05-26,18410.9,INR,B
45000001906,3000,100091,P300,2025-03-25,4972.14,USD,B
45000001907,1000,100095,P200,2025-06-27,5770.34,INR,B
45000001908,2000,100074,P300,2025-06-26,3033.76,USD,
45000001909,1000,100085,P300,2025-03-27,9751.41,EUR,A
45000001910,3000,100097,P300,2025-04-08,20234.9,EUR,
45000001911,3000,100120,P300,2025-05-09,3513.47,INR,
45000001912,3000,100118,P100,2025-01-06,8929.03,USD,
45000001913,1000,100059,P300,2025-04-20,8536.58,INR,
45000001914,2000,100056,P200,2025-02-05,1403.42,USD,
45000001915,2000,100135,P100,2025-02-08,378.45,EUR,
45000001916,3000,100081,P300,2025-03-02,19478.99,USD,B
45000001917,1000,100072,P200,2025-03-26,68313.24,USD,B
45000001918,3000,100090,P200,2025-01-11,16624.68,EUR,A
45000001919,1000,100021,P300,2025-01-07,1218.35,USD,A
45000001920,1000,100081,P300,2025-03-04,991.1,INR,B
45000001921,3000,100191,P300,2025-03-05,2751.94,EUR,
45000001922,2000,100120,P300,2025-06-05,644.14,USD,
45000001923,3000,100175,P100,2025-04-24,386.1,INR,A
45000001924,1000,100185,P100,2025-01-18,41442.17,EUR,
45000001925,1000,100077,P100,2025-02-22,1496.95,INR,B
45000001926,1000,100193,P100,2025-05-21,324.9,EUR,
45000001927,3000,100074,P200,2025-04-20,20812.78,USD,
45000001928,1000,100009,P200,2025-02-20,10277.75,INR,B
45000001929,2000,100083,P200,2025-03-05,1930.02,EUR,A
45000001930,1000,100044,P200,2025-06-12,8605.98,USD,
45000001931,2000,100152,P200,2025-04-03,563.6,INR,A
45000001932,2000,100168,P300,2025-04-23,2819.81,EUR,B
45000001933,1000,100187,P200,2025-04-21,21606.38,INR,A
45000001934,1000,100001,P200,2025-04-20,1500.08,EUR,B
45000001935,3000,100169,P300,2025-02-09,2433.96,INR,A
45000001936,2000,100090,P200,2025-04-08,9511.86,USD,A
45000001937,3000,100029,P300,2025-04-07,1297.03,USD,
45000001938,1000,100079,P300,2025-03-27,1888.64,USD,
45000001939,1000,100050,P100,2025-02-09,8796.84,INR,B
45000001940,2000,100147,P200,2025-04-06,4427.95,USD,A
45000001941,2000,100163,P200,2025-04-06,5556.0,USD,B
45000001942,1000,100002,P200,2025-05-31,1055.88,INR,
45000001943,3000,100181,P100,2025-04-09,12920.82,INR,A
45000001944,3000,100014,P200,2025-03-07,3684.99,EUR,B
45000001945,3000,100065,P300,2025-05-06,218.42,USD,B
45000001946,3000,100072,P200,2025-01-15,18081.27,USD,B
45000001947,1000,100036,P200,2025-03-05,4786.72,INR,A
45000001948,3000,100004,P300,2025-06-11,1006.88,INR,B
45000001949,3000,100034,P100,2025-06-20,354.92,USD,B
45000001950,3000,100014,P100,2025-04-27,7931.54,USD,
45000001951,3000,100071,P300,2025-06-04,4887.69,INR,
45000001952,1000,100164,P300,2025-01-30,779.4,EUR,A
45000001953,3000,100129,P300,2025-04-12,11569.87,INR,B
45000001954,2000,100024,P100,2025-02-18,12745.76,USD,A
45000001955,2000,100035,P300,2025-06-27,3274.61,EUR,B
45000001956,3000,100082,P200,2025-04-08,6682.19,EUR,A
45000001957,1000,100122,P300,2025-01-23,199.8,EUR,A
45000001958,2000,100027,P300,2025-02-06,13501.32,INR,B
45000001959,3000,100193,P200,2025-04-12,13276.62,INR,
45000001960,1000,100061,P100,2025-05-06,1845.06,INR,B
45000001961,3000,100161,P200,2025-04-17,1365.68,EUR,A
45000001962,1000,100142,P100,2025-04-21,180.45,USD,
45000001963,1000,100032,P100,2025-06-30,2201.5,USD,
45000001964,1000,100035,P200,2025-05-09,380.42,EUR,
45000001965,1000,100082,P100,2025-02-17,10484.74,EUR,
45000001966,2000,100003,P200,2025-02-19,4219.59,USD,B
45000001967,1000,100021,P300,2025-06-09,2869.77,INR,
45000001968,1000,100153,P200,2025-03-17,485.4,INR,A
45000001969,2000,100146,P100,2025-01-17,2413.6,EUR,
45000001970,2000,100106,P300,2025-05-03,2056.85,INR,
45000001971,2000,100138,P100,2025-01-16,5147.4,EUR,B
45000001972,1000,100122,P100,2025-01-11,4647.0,EUR,
45000001973,3000,100172,P300,2025-04-07,1481.76,USD,A
45000001974,2000,100024,P300,2025-05-02,6639.28,USD,A
45000001975,3000,100092,P200,2025-04-05,1654.8,USD,
45000001976,3000,100014,P200,2025-04-03,327.08,USD,B
45000001977,2000,100037,P200,2025-01-15,171.14,INR,
45000001978,3000,100007,P200,2025-04-27,414.0,EUR,
45000001979,3000,100152,P100,2025-01-07,1989.51,EUR,A
45000001980,1000,100071,P200,2025-06-29,6807.39,USD,B
45000001981,3000,100083,P200,2025-06-25,6710.68,EUR,A
45000001982,1000,100140,P100,2025-06-19,3697.57,EUR,A
45000001983,3000,100074,P200,2025-01-05,1736.9,INR,B
45000001984,3000,100047,P200,2025-03-25,4920.75,INR,B
45000001985,2000,100019,P300,2025-05-05,990.0,EUR,
45000001986,2000,100114,P200,2025-03-31,24484.52,EUR,B
45000001987,3000,100137,P200,2025-01-26,3724.98,USD,B
45000001988,3000,100102,P100,2025-02-19,138.0,EUR,B
45000001989,1000,100028,P100,2025-05-10,2292.65,USD,
45000001990,3000,100158,P300,2025-03-19,6323.86,USD,
45000001991,1000,100148,P200,2025-04-25,395.76,EUR,B
45000001992,1000,100111,P100,2025-03-03,5600.66,INR,B
45000001993,1000,100115,P100,2025-06-29,3815.58,USD,B
45000001994,1000,100123,P200,2025-01-08,5524.06,USD,A
45000001995,3000,100112,P200,2025-02-26,9587.7,EUR,A
45000001996,1000,100047,P300,2025-06-21,1768.32,INR,B
45000001997,3000,100162,P200,2025-06-12,383.96,INR,B
45000001998,1000,100183,P300,2025-03-27,3500.64,EUR,
45000001999,2000,100111,P200,2025-06-14,6642.89,EUR,B
45000002000,3000,100166,P300,2025-04-08,24380.04,EUR,A
